element_index,index,Building Type,Omiclass,L1,L2,L3,Option,Assembly,Component,Tally material,Weight (kg),Data Source (Material Quantities),Building Material_name,life_cycle_stage,Global Warming Potential_fossil,Global Warming Potential_biogenic,Global Warming Potential_luluc,Stored Biogenic Carbon,Acidification Potential,Eutrophication Potential,Smog Formation Potential,Ozone Depletion Potential,template_model,scenario
Element_18,10,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support,A1-A3: Product,10420.62,-201.95,0,0,55.3343,2.378971,807.8,0.00023507,STR1_ENCO10_ENCT1_ENCR1,default
Element_19,11,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A1-A3: Product,7477.136,0,0,0,6.74168,0.4780464,166.09048,8.09E-10,STR1_ENCO10_ENCT1_ENCR1,default
Element_20,12,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,"Fasteners, stainless steel",323,"Kaleidoscope Calculator, Payette",Stainless steel fasteners,A1-A3: Product,1866.94,-122.74,0,0,23.4498,2.71966,121.125,0.000114019,STR1_ENCO10_ENCT1_ENCR1,default
Element_21,13,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,A1-A3: Product,5207.225,26.876,0,0,24.1884,1.330362,331.9186,9.54E-08,STR1_ENCO10_ENCT1_ENCR1,default
Element_22,14,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,A1-A3: Product,14313.453,-605.22,0,0,58.70634,5.689068,705.0813,0.000587063,STR1_ENCO10_ENCT1_ENCR1,default
Element_23,15,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Thermal break,A1-A3: Product,248.64,0.96,0,0,0.42816,0.031008,202.56,1.40E-10,STR1_ENCO10_ENCT1_ENCR1,default
Element_24,16,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,A1-A3: Product,1221.6,25.45,0,0,4.6319,0.241775,88.057,6.82E-10,STR1_ENCO10_ENCT1_ENCR1,default
Element_25,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,A1-A3: Product,47359.62,0,0,0,378.1701,15.975036,4594.59,1.99E-08,STR1_ENCO10_ENCT1_ENCR1,default
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,A1-A3: Product,34869.38,-433.16,0,0,90.09728,7.092995,1277.822,8.52E-09,STR1_ENCO10_ENCT1_ENCR1,default
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,A1-A3: Product,29069.9,-1073.05,0,0,106.3295,7.657675,1248.64,0.0013657,STR1_ENCO10_ENCT1_ENCR1,default
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",B2-B5: Replacement,0,0,0,0,0,0,0,0,STR1_ENCO10_ENCT1_ENCR1,default
Element_14,6,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",B2-B5: Replacement,14547.65238,-743.57008,0,0,105.2397107,2.650814281,601.7839634,0.000358508,STR1_ENCO10_ENCT1_ENCR1,default
Element_15,7,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",B2-B5: Replacement,38808.90608,-308.7472123,0,0,151.882748,6.95059145,2217.429254,0.000485771,STR1_ENCO10_ENCT1_ENCR1,default
Element_16,8,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,"Paint, enamel, solvent based",661,"Kaleidoscope Calculator, Payette",Enamel paint,B2-B5: Replacement,2014.416499,21.813,0,0,23.10207655,0.402809215,1429.323607,6.41E-07,STR1_ENCO10_ENCT1_ENCR1,default
Element_17,9,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,"Steel, sheet",11388,"Kaleidoscope Calculator, Payette",Formed steel sheet,B2-B5: Replacement,29990.2639,-125.4684288,0,0,117.5862904,5.386933819,1721.640092,0.000376832,STR1_ENCO10_ENCT1_ENCR1,default
Element_18,10,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support,B2-B5: Replacement,11811.8975,-223.03358,0,0,62.61796718,2.716884511,941.4142262,0.000260327,STR1_ENCO10_ENCT1_ENCR1,default
Element_19,11,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,B2-B5: Replacement,11094.43897,-28.19248,0,0,19.58909049,1.18586668,483.2479972,5.54E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_20,12,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,"Fasteners, stainless steel",323,"Kaleidoscope Calculator, Payette",Stainless steel fasteners,B2-B5: Replacement,2037.626717,-128.8827656,0,0,25.01704484,2.878659711,139.8293845,0.000120185,STR1_ENCO10_ENCT1_ENCR1,default
Element_21,13,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,AVB,"Self-adhering, polymer-modified asphalt sheet underlayment",6719,"Kaleidoscope Calculator, Payette",AVB membrane,B2-B5: Replacement,6251.369627,23.65088,0,0,29.08960023,1.596808242,426.4018618,1.27E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_22,14,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,Fiberglass mat gypsum sheathing board,30261,"Kaleidoscope Calculator, Payette",Sheathing,B2-B5: Replacement,18925.01093,-723.84312,0,0,79.20051682,7.170591142,1099.434868,0.000680595,STR1_ENCO10_ENCT1_ENCR1,default
Element_23,15,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Thermal break,"Adhesive, polychloroprene (neoprene)",96,"Kaleidoscope Calculator, Payette",Thermal break,B2-B5: Replacement,281.4951111,0.98784,0,0,0.566428346,0.045448454,215.9929934,1.16E-07,STR1_ENCO10_ENCT1_ENCR1,default
Element_24,16,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,"Paint, interior acrylic latex",509,"Kaleidoscope Calculator, Payette",Acrylic latex paint,B2-B5: Replacement,1450.41013,27.995,0,0,5.62526005,0.296015907,112.4821374,4.94E-07,STR1_ENCO10_ENCT1_ENCR1,default
Element_25,0,Commercial,21-02 20 20,Shell,Vertical Enclosure,Exterior Windows,ENCT1,Glazing: double pane IGU,Glazing,"Glazing, double, insulated (air)",35343,"Viracon IGU, 1” Clear Insulating Low-E Glass Unit with a  ½” VTS Airspace and Both Lites Fully Tempered  and Heat Soak Tested",Double pane IGU,B2-B5: Replacement,114093.0669,-57.114288,0,0,856.1575494,37.54098899,12063.62342,9.21E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_26,0,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Waterproofing system,"EPDM, non-reinforced membrane, 60 mils, SPRI - EPD",10829,,EPDM membrane,B2-B5: Replacement,122945.1926,-1524.29004,0,0,341.7647726,34.66080811,4785.554152,5.90E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_27,1,Commercial,21-02 30 10,Shell,Horizontal Enclosure,Roofing,ENCR1,EPDM roofing,Insulation,"PIR rigid foam insulation, wall, R=14.6, PIMA - EPD",9755,,Polyisocyanurate board,B2-B5: Replacement,103071.6933,-3728.9463,0,0,396.7262585,35.71662105,4712.538644,0.004719356,STR1_ENCO10_ENCT1_ENCR1,default
Element_0,0,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",169198,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,614.3022786,0,0,0,3.136862699,0.182983657,100.6410116,3.71E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_1,1,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Column foundation,Steel reinforcement,"Steel, reinforcing rod",12633,Calculated from takeoff from Revit,"Steel, reinforcing rod",A4: Transportation,823.681716,0,0,0,4.206034294,0.245352001,134.9436003,4.98E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_2,2,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Concrete footing,"Structural concrete, 4000 psi, 20% fly ash",309582,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,1123.990402,0,0,0,5.739525457,0.334805652,184.1431084,6.79E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_3,3,Commercial,21-01 10 10,Substructure,Foundations,Standard Foundations,STR1,Wall foundation,Steel reinforcement,"Steel, reinforcing rod",23115,Calculated from takeoff from Revit,"Steel, reinforcing rod",A4: Transportation,1507.11651,0,0,0,7.695914091,0.448928322,246.9105771,9.11E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_4,4,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Concrete slab on grade,"Structural concrete, 4000 psi, 20% fly ash",535815,Calculated from takeoff from Revit,"Normalweight concrete, 4000 psi",A4: Transportation,1945.368003,0,0,0,9.933794059,0.57947132,318.7092261,1.18E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_5,5,Commercial,21-01 40 10,Substructure,Foundations,Standard Foundations,STR1,Slab on grade,Steel welded wire mesh,"Steel, welded wire mesh",3601,Calculated from takeoff from Revit,"Steel, welded wire mesh",A4: Transportation,234.7880835,0,0,0,1.198917873,0.069936876,38.46528177,1.42E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_6,6,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Concrete topping,"Lightweight concrete, 5000 psi, 20% fly ash",2551980,Calculated from takeoff from Revit,"Lightweight concrete, 5000 psi",A4: Transportation,9265.399881,0,0,0,47.31268024,2.759906347,1517.948491,5.60E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_7,7,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel deck,Galvanized steel decking,132267,Calculated from takeoff from Revit,"Steel decking, galvanized",A4: Transportation,8623.914314,0,0,0,44.03700926,2.56882554,1412.854047,5.21E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_8,8,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Elevated slabs,Steel welded wire mesh,"Steel, welded wire mesh",17149,Calculated from takeoff from Revit,"Steel, welded wire mesh",A4: Transportation,1118.128532,0,0,0,5.709592505,0.333059563,183.1827595,6.76E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_9,9,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: beams,Steel W Shape,"Hot rolled structural steel, AISC - EPD",217730,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A4: Transportation,14196.17035,0,0,0,72.49108264,4.228646487,2325.755568,8.58E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_10,10,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural framing: girders,Steel W Shape,"Hot rolled structural steel, AISC - EPD",89824,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A4: Transportation,5856.596727,0,0,0,29.90602584,1.744518174,959.4849958,3.54E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_11,11,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural columns,Steel W Shape,"Hot rolled structural steel, AISC - EPD",44674,Calculated from takeoff from Revit,"Steel, hot rolled structural steel",A4: Transportation,2912.780573,0,0,0,14.87377314,0.867636766,477.2002216,1.76E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_12,12,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Concrete shear wall,"Structural concrete, 6000 psi, 20% fly ash",874123,Calculated from takeoff from Revit,"Normalweight concrete, 6000 psi",A4: Transportation,3173.653061,0,0,0,16.20588797,0.945343465,519.9389058,1.92E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_13,13,Commercial,21-02 10 10,Shell,Superstructure,Floor Construction,STR1,Structural walls,Steel reinforcement,"Steel, reinforcing rod",65267,Calculated from takeoff from Revit,"Steel, reinforcing rod",A4: Transportation,4255.460663,0,0,0,21.7300119,1.267584027,697.171215,2.57E-05,STR1_ENCO10_ENCT1_ENCR1,default
Element_14,6,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Insulation,"Mineral wool, low density, NAIMA - EPD",8366,"Kaleidoscope Calculator, Payette","3.5"" Mineral wool insulation",A4: Transportation,217.6817231,0,0,0,1.111566246,0.064841364,35.66275038,1.32E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_15,7,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Wall structure,Cold formed structural steel,14975,"Kaleidoscope Calculator, Payette","6"" galvanized steel stud framing",A4: Transportation,976.3819914,0,0,0,4.985780382,0.290837189,159.9604539,5.90E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_16,8,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,"Paint, enamel, solvent based",661,"Kaleidoscope Calculator, Payette",Enamel paint,A4: Transportation,96.29492649,0,0,0,0.491718774,0.028683595,15.77597732,5.82E-07,STR1_ENCO10_ENCT1_ENCR1,default
Element_17,9,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Exterior finish,"Steel, sheet",11388,"Kaleidoscope Calculator, Payette",Formed steel sheet,A4: Transportation,720.1109247,0,0,0,3.677162169,0.214501127,117.9756196,4.35E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_18,10,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,Galvanized steel,4039,"Kaleidoscope Calculator, Payette",Galvanized steel support,A4: Transportation,263.3460343,0,0,0,1.344745707,0.0784435,43.14392476,1.59E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_19,11,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Interior finish,"Wall board, gypsum, natural",30644,"Kaleidoscope Calculator, Payette",Gypsum wall board,A4: Transportation,797.3510307,0,0,0,4.071579731,0.237508818,130.6298497,4.82E-06,STR1_ENCO10_ENCT1_ENCR1,default
Element_20,12,Commercial,21-02 20 10,Shell,Vertical Enclosure,Exterior Walls,ENCO10,Rainscreen: formed steel panel,Support,"Fasteners, stainless steel",323,"Kaleidoscope Calculator, Payette",Stainless steel fasteners,A4: Transportation,73.36746579,0,0,0,0.374642379,0.021854139,12.01977631,4.43E-07,STR1_ENCO10_ENCT1_ENCR1,default
